Name,customer_id,gender,age,city,state,pincode,occupation,employer_type,monthly_income,Loan_type,loan_account_number,loan_open_date,disbursal_date,disbursal_channel,sanction_amount,interest_rate,monthly_emi_amount,total_emi_count,emi_paid,months_past_due,dpd_days,last_payment_date,prepayment_flag,foreclosure_flag,outstanding_principal,principal_paid,interest_paid_to_date,cibil_score,total_active_loans,total_closed_loans,enquiries_last_6m,account_status,risk_grade,branch_code,ifsc_code
Jia Iyer,CUST01683,Female,59,Lucknow,Uttar Pradesh,581345,Self-Employed,Government,249454,Gold Loan,LA5918343374894,2016-06-21,2016-06-21,Online,1193000,11.95,76632.15,17,6,0,0,2016-12-15,False,False,794687.12,398312.88,61480.02,772,4,7,3,Current,B,BR5908,MSBK0934793
Aisha Bhat,CUST01684,Male,24,Ahmedabad,Gujarat,481662,Professional,Private,148277,Gold Loan,LA4920255838586,2020-12-26,2020-12-26,Corporate Tie-up,299000,7.7,38462.26,8,0,0,0,,True,False,299000.0,0.0,0.0,804,1,1,3,Current,A,BR3151,MSBK0479027
Ayaan Rao,CUST01685,Female,67,Chennai,Tamil Nadu,394583,Professional,Government,311391,Home Loan,LA3019042926411,2022-03-05,2022-03-05,Online,3042000,10.05,27967.02,290,2,0,0,2022-04-29,False,False,3036998.61,5001.39,50932.65,800,2,9,2,Current,A,BR3524,MSBK0845259
Vivaan Patel,CUST01686,Male,37,Patna,Bihar,594106,Salaried,Public Sector,193581,Gold Loan,LA1088705180369,2025-05-20,2025-05-20,Online,856000,7.5,30460.16,31,4,4,123,2025-09-14,False,False,754613.79,101386.21,20454.43,747,3,4,0,NPA,D,BR1274,MSBK0456276
Ishita Sharma,CUST01687,Female,45,Ahmedabad,Gujarat,308886,Salaried,NA,27164,Auto Loan,LA7761385649411,2016-08-17,2016-08-17,DSA,1256000,9.62,32755.61,46,21,1,30,2018-05-07,False,False,739375.65,516624.35,171243.46,731,1,9,1,SMA-0,B,BR2545,MSBK0687882
Rudra Roy,CUST01688,Female,64,Visakhapatnam,Andhra Pradesh,529396,Self-Employed,Public Sector,134605,Gold Loan,LA7996104102594,2016-02-09,2016-02-09,DSA,2172000,8.93,280670.49,8,7,1,35,2016-09-01,False,False,278597.27,1893402.73,71290.7,723,1,9,0,SMA-1,C,BR8272,MSBK0982067
Aarav Nair,CUST01689,Female,44,Mumbai,Maharashtra,766962,Professional,Private,152996,Home Loan,LA5460391578250,2018-11-06,2018-11-06,Online,20993000,8.49,169229.52,298,84,0,0,2025-09-25,False,False,18628568.03,2364431.97,11850847.71,774,1,2,3,Current,B,BR8840,MSBK0914602
Krishna Kulkarni,CUST01690,Female,53,Lucknow,Uttar Pradesh,228198,Salaried,Government,32108,Home Loan,LA2375274204550,2019-06-26,2019-06-26,Online,26243000,8.21,204991.59,306,39,0,0,2022-09-04,False,False,25110025.84,1132974.16,6861697.85,788,2,7,2,Current,B,BR5752,MSBK0917054
Saanvi Pillai,CUST01691,Female,63,Indore,Madhya Pradesh,252583,Salaried,Private,198146,Education Loan,LA6182316306190,2021-01-12,2021-01-12,Online,3644000,11.91,84017.64,57,47,0,0,2024-11-20,False,False,796076.88,2847923.12,1100905.96,715,2,1,0,Current,C,BR2266,MSBK0517979
Vihaan Das,CUST01692,Female,53,Lucknow,Uttar Pradesh,713913,Professional,Government,157360,Education Loan,LA8192340892559,2015-12-20,2015-12-20,Online,2041000,10.09,32421.34,90,74,0,0,2022-01-15,False,False,483464.76,1557535.24,841643.92,730,1,5,2,Current,B,BR9744,MSBK0855740
Aditya Kulkarni,CUST01693,Male,32,Hyderabad,Telangana,657660,Salaried,Proprietorship,86625,Personal Loan,LA6755778494542,2018-07-31,2018-07-31,DSA,389000,19.78,11481.96,50,27,1,37,2020-10-15,False,False,218318.92,170681.08,139331.84,729,1,8,3,SMA-1,C,BR4068,MSBK0857804
Pari Ghosh,CUST01694,Female,36,Mumbai,Maharashtra,194606,Self-Employed,Proprietorship,108380,Education Loan,LA9620218276271,2017-08-31,2017-08-31,Corporate Tie-up,2466000,13.34,43495.23,90,87,3,100,2024-10-22,False,False,127637.44,2338362.56,1445722.45,686,1,10,1,NPA,D,BR9108,MSBK0866748
Kabir Bansal,CUST01695,Male,38,Ahmedabad,Gujarat,186549,Retired,Government,28404,Personal Loan,LA6068716682300,2015-10-05,2015-10-05,Branch,1513000,18.54,53994.07,37,33,0,0,2018-06-21,True,False,207885.17,1305114.83,476689.48,741,2,2,2,Current,B,BR4923,MSBK0183199
Kiara Mehta,CUST01696,Female,50,New Delhi,Delhi,169797,Self-Employed,Public Sector,72230,Personal Loan,LA8624341307239,2016-01-29,2016-01-29,Online,1018000,11.78,27143.42,47,18,3,93,2017-07-20,False,False,682140.92,335859.08,152722.48,707,3,5,2,NPA,D,BR5169,MSBK0698360
Mira Reddy,CUST01697,Male,39,Bengaluru,Karnataka,159851,Professional,Government,434753,Business Loan,LA4612308264999,2024-12-03,2024-12-03,Corporate Tie-up,4693000,17.22,101093.47,77,6,1,33,2025-05-31,False,False,4483101.5,209898.5,396662.32,747,2,2,0,SMA-1,C,BR8203,MSBK0823201
Vanya Rao,CUST01698,Female,60,Indore,Madhya Pradesh,277954,Salaried,Private,152215,Gold Loan,LA1803219522842,2019-12-18,2019-12-18,Corporate Tie-up,221000,11.88,18201.31,13,7,1,33,2020-07-10,False,False,105521.5,115478.5,11930.67,767,1,2,4,SMA-1,C,BR4945,MSBK0710330
Riya Patel,CUST01699,Female,65,Bhubaneswar,Odisha,718847,Self-Employed,Private,119443,Personal Loan,LA6549303088565,2022-11-07,2022-11-07,Corporate Tie-up,2738000,13.4,94939.49,35,15,0,0,2024-01-26,False,False,1693277.26,1044722.74,379369.61,720,2,7,4,Current,B,BR8526,MSBK0490469
Kunal Joshi,CUST01700,Female,41,Lucknow,Uttar Pradesh,637949,Salaried,Proprietorship,153589,Gold Loan,LA8423664238475,2017-11-26,2017-11-26,DSA,622000,9.13,21384.83,33,1,0,0,2017-12-24,False,False,605347.56,16652.44,4732.39,809,2,0,0,Current,A,BR4075,MSBK0655388
Zara Reddy,CUST01701,Male,34,Ahmedabad,Gujarat,234951,Salaried,Government,148833,Auto Loan,LA1438928603151,2017-11-21,2017-11-21,Corporate Tie-up,405000,11.08,12971.92,37,15,1,35,2019-02-14,False,False,257194.59,147805.41,46773.39,757,2,4,5,SMA-1,C,BR2112,MSBK0801219
Rohan Reddy,CUST01702,Male,34,Ahmedabad,Gujarat,599018,Salaried,Government,54467,Auto Loan,LA1764104143330,2020-09-24,2020-09-24,Branch,1634000,8.87,29661.92,71,9,0,0,2021-06-21,False,False,1470983.87,163016.13,103941.15,779,4,9,1,Current,B,BR9291,MSBK0540112
Navya Shetty,CUST01703,Male,59,Bengaluru,Karnataka,338892,Salaried,Proprietorship,139830,Education Loan,LA6157075586713,2024-06-25,2024-06-25,Online,2465000,13.29,35744.68,131,10,0,0,2025-04-16,False,False,2376216.52,88783.48,268663.32,788,0,2,1,Current,B,BR1882,MSBK0859970
Harsh Chatterjee,CUST01704,Male,59,Hyderabad,Telangana,273979,Salaried,NA,54684,Business Loan,LA8009255944201,2017-03-15,2017-03-15,DSA,15815000,13.44,502735.03,39,19,0,0,2018-10-01,False,False,8963451.7,6851548.3,2700417.27,743,3,3,0,Current,B,BR8004,MSBK0902614
Vanya Bansal,CUST01705,Female,37,Jaipur,Rajasthan,582014,Salaried,Proprietorship,36773,Gold Loan,LA3721341085858,2024-09-06,2024-09-06,DSA,714000,9.75,38823.67,20,5,0,0,2025-01-29,False,False,546182.95,167817.05,26301.3,754,3,2,0,Current,B,BR6346,MSBK0885417
Arjun Mukherjee,CUST01706,Female,33,Bhopal,Madhya Pradesh,454157,Self-Employed,Proprietorship,346615,Education Loan,LA7591401672638,2021-05-31,2021-05-31,Corporate Tie-up,281000,9.25,8968.46,36,35,0,0,2024-04-13,False,False,8899.85,272100.15,41795.95,762,1,9,3,Current,B,BR6681,MSBK0855500
Pari Bhat,CUST01707,Female,59,Pune,Maharashtra,288437,Salaried,Public Sector,233627,Home Loan,LA6364078550567,2025-07-05,2025-07-05,Branch,5250000,9.75,50817.63,226,2,0,0,2025-08-30,False,False,5233610.94,16389.06,85246.2,769,1,7,1,Current,B,BR5019,MSBK0438453
Yash Aggarwal,CUST01708,Female,58,Ahmedabad,Gujarat,117709,Professional,Proprietorship,259763,Gold Loan,LA9848888304441,2024-09-20,2024-09-20,Branch,819000,7.37,38291.96,23,0,0,0,,False,False,819000.0,0.0,0.0,785,2,6,0,Current,B,BR4420,MSBK0378658
Dhruv Chatterjee,CUST01709,Female,28,Bengaluru,Karnataka,243966,Self-Employed,NA,261197,Business Loan,LA2852926836968,2017-12-17,2017-12-17,Branch,19793000,14.93,464952.43,61,45,0,0,2021-08-28,False,False,6707932.54,13085067.46,7837791.89,729,1,2,1,Current,B,BR3688,MSBK0180892
Anirudh Gupta,CUST01710,Female,42,Noida,Uttar Pradesh,549504,Salaried,Government,63632,Business Loan,LA7276590667902,2022-04-15,2022-04-15,Online,1633000,17.51,32887.81,89,7,0,0,2022-11-07,False,False,1566738.04,66261.96,163952.71,769,2,8,0,Current,B,BR9164,MSBK0364706
Pari Shetty,CUST01711,Male,20,Pune,Maharashtra,240614,Self-Employed,Public Sector,111794,Auto Loan,LA2671278013644,2021-06-10,2021-06-10,Corporate Tie-up,2226000,8.1,79822.21,31,27,0,0,2023-08-27,False,False,313972.75,1912027.25,243172.42,756,3,9,1,Current,B,BR8209,MSBK0146168
Rohan Sharma,CUST01712,Female,22,Gurgaon,Haryana,607218,Retired,Proprietorship,4260,Personal Loan,LA4518787171758,2021-12-24,2021-12-24,Online,569000,18.11,16290.24,50,11,4,127,2022-11-19,False,False,477573.87,91426.13,87766.51,685,1,4,0,NPA,D,BR7138,MSBK0697147
Zara Naidu,CUST01713,Male,48,New Delhi,Delhi,762259,Salaried,Private,151033,Personal Loan,LA8750309593830,2017-07-21,2017-07-21,DSA,2929000,16.29,175930.42,19,11,3,95,2018-06-14,False,False,1325215.98,1603784.02,331450.6,711,2,5,1,NPA,D,BR3956,MSBK0789526
Kabir Mehta,CUST01714,Other,49,Kochi,Kerala,340154,Self-Employed,Proprietorship,350668,Gold Loan,LA9713506758323,2020-06-25,2020-06-25,Corporate Tie-up,1818000,9.83,103714.1,19,0,2,65,,False,False,1818000.0,0.0,0.0,742,3,9,5,SMA-2,D,BR4299,MSBK0847316
Aditya Kaur,CUST01715,Male,35,Noida,Uttar Pradesh,530250,Salaried,NA,242181,Gold Loan,LA6191066175794,2021-07-17,2021-07-17,Online,1320000,11.07,46579.75,33,32,0,0,2024-03-03,False,False,46153.98,1273846.02,216705.98,751,1,9,2,Current,B,BR1667,MSBK0929701
Reyansh Yadav,CUST01716,Female,31,Ahmedabad,Gujarat,714479,Student,Proprietorship,19354,Personal Loan,LA6048965860121,2019-12-06,2019-12-06,Branch,1698000,16.08,38920.6,66,46,0,0,2023-09-14,False,False,678873.05,1019126.95,771220.65,759,2,12,0,Current,B,BR3617,MSBK0636013
Anirudh Roy,CUST01717,Male,55,Kolkata,West Bengal,414553,Self-Employed,Public Sector,103221,Home Loan,LA8274584713927,2016-07-03,2016-07-03,Branch,13550000,8.45,104367.43,350,107,2,65,2025-04-16,False,False,12127632.98,1422367.02,9744947.99,727,1,11,0,SMA-2,D,BR2386,MSBK0974925
Diya Mehta,CUST01718,Male,47,Coimbatore,Tamil Nadu,735526,Salaried,Public Sector,39382,Business Loan,LA7369175753401,2020-02-10,2020-02-10,Online,19510000,16.43,356073.17,102,45,1,33,2023-10-18,False,False,14026805.1,5483194.9,10540097.75,719,1,7,1,SMA-1,C,BR7627,MSBK0850242
Yash Chauhan,CUST01719,Male,23,Visakhapatnam,Andhra Pradesh,365729,Self-Employed,NA,149292,Gold Loan,LA4235724886081,2025-04-02,2025-04-02,Branch,1912000,8.51,70978.06,30,6,4,130,2025-09-26,False,False,1561321.28,350678.72,75189.64,701,2,9,0,NPA,D,BR9876,MSBK0980269
Meera Sharma,CUST01720,Male,50,Mumbai,Maharashtra,672148,Salaried,NA,87217,Home Loan,LA2826137897791,2020-11-24,2020-11-24,DSA,18288000,9.86,168964.81,269,30,0,0,2023-05-11,False,False,17654792.89,633207.11,4435737.19,768,2,6,1,Current,B,BR3069,MSBK0792938
Riya Reddy,CUST01721,Female,39,Bhubaneswar,Odisha,292849,Salaried,Public Sector,224885,Business Loan,LA2027265529892,2017-08-02,2017-08-02,DSA,17660000,17.67,548175.88,44,37,0,0,2020-08-14,False,False,3620846.41,14039153.59,6243353.97,711,2,8,1,Current,C,BR3884,MSBK0535207
Ayaan Shetty,CUST01722,Female,36,Patna,Bihar,178356,Self-Employed,Public Sector,205339,Auto Loan,LA1498892020102,2023-02-01,2023-02-01,Online,491000,12.14,9634.93,72,31,0,0,2025-08-15,False,False,322037.13,168962.87,129719.96,748,5,0,1,Current,B,BR1357,MSBK0755841
Aarohi Iyer,CUST01723,Female,25,Bhopal,Madhya Pradesh,788069,Self-Employed,Public Sector,124511,Home Loan,LA7077301534328,2015-07-26,2015-07-26,Online,19299000,9.39,182335.44,226,77,0,0,2021-11-21,False,False,16007031.57,3291968.43,10747860.45,771,2,2,1,Current,B,BR5597,MSBK0449581
Arjun Bhat,CUST01724,Male,22,Visakhapatnam,Andhra Pradesh,738873,Self-Employed,Government,237714,Education Loan,LA6354802838347,2018-05-28,2018-05-28,DSA,3528000,13.85,56042.15,113,50,0,0,2022-07-03,False,False,2499132.67,1028867.33,1773240.17,790,1,4,0,Current,B,BR6163,MSBK0280288
Pari Bansal,CUST01725,Male,32,Chandigarh,Chandigarh,276495,Self-Employed,NA,351684,Business Loan,LA8221244467328,2015-11-17,2015-11-17,Corporate Tie-up,5583000,17.09,104121.22,102,68,0,0,2021-06-17,False,False,2790707.6,2792292.4,4287950.56,723,0,0,0,Current,B,BR5493,MSBK0954180
Aadhya Kaur,CUST01726,Female,28,Jaipur,Rajasthan,312771,Salaried,Private,134955,Personal Loan,LA5878231621620,2022-09-01,2022-09-01,Online,1376000,19.37,72093.25,23,17,0,0,2024-01-24,False,False,409136.62,966863.38,258721.87,763,2,7,0,Current,B,BR5577,MSBK0299240
Anay Aggarwal,CUST01727,Female,55,Bhubaneswar,Odisha,678693,Salaried,Proprietorship,131150,Personal Loan,LA3128532003184,2024-05-25,2024-05-25,Online,573000,16.63,15142.22,54,20,0,0,2026-01-10,False,False,408336.38,164663.62,138180.78,762,1,8,0,Current,B,BR7725,MSBK0891729
Aditya Shetty,CUST01728,Female,54,Jaipur,Rajasthan,619913,Self-Employed,Government,161837,Gold Loan,LA5801676534303,2021-07-25,2021-07-25,DSA,928000,7.9,119462.81,8,7,0,0,2022-02-16,False,False,118681.49,809318.51,26921.16,737,3,0,1,Current,B,BR1796,MSBK0862466
Mira Singh,CUST01729,Female,47,Jaipur,Rajasthan,838591,Professional,Proprietorship,111684,Personal Loan,LA5157982313314,2015-05-06,2015-05-06,DSA,1012000,15.57,57774.73,20,4,4,125,2015-09-03,False,False,829918.2,182081.8,49017.12,703,4,12,1,NPA,D,BR2521,MSBK0539849
Kiara Roy,CUST01730,Male,58,Pune,Maharashtra,440964,Salaried,Private,177504,Auto Loan,LA9983596653273,2025-07-17,2025-07-17,Branch,1444000,8.81,61210.69,26,3,0,0,2025-10-14,False,False,1291054.64,152945.36,30686.71,785,3,7,3,Current,B,BR1050,MSBK0754339
Anika Reddy,CUST01731,Male,38,Visakhapatnam,Andhra Pradesh,325255,Professional,Proprietorship,386986,Business Loan,LA7855209425857,2018-03-08,2018-03-08,Branch,2421000,16.73,45677.35,97,8,1,30,2018-10-29,False,False,2320816.4,100183.6,265235.2,737,4,9,0,SMA-0,B,BR2658,MSBK0363110
Kunal Aggarwal,CUST01732,Female,22,Bengaluru,Karnataka,523771,Self-Employed,Government,260615,Home Loan,LA5694164919853,2023-11-29,2023-11-29,DSA,5272000,9.29,63628.2,133,14,0,0,2025-01-21,False,False,4936021.3,335978.7,554816.1,776,2,10,1,Current,B,BR2840,MSBK0283991
Jia Bhat,CUST01733,Male,64,Kochi,Kerala,542431,Salaried,Public Sector,145879,Personal Loan,LA6697803549172,2017-06-30,2017-06-30,Branch,2640000,14.47,60707.39,62,39,0,0,2020-09-11,False,False,1213038.69,1426961.31,940626.9,741,2,4,4,Current,B,BR8512,MSBK0279116
Tara Mukherjee,CUST01734,Male,27,Lucknow,Uttar Pradesh,220909,Professional,Proprietorship,164116,Home Loan,LA4661670168586,2019-06-11,2019-06-11,Corporate Tie-up,29859000,8.73,270093.25,225,66,0,0,2024-11-10,False,False,25400488.2,4458511.8,13367642.7,759,6,12,1,Current,B,BR9950,MSBK0704715
Navya Thakur,CUST01735,Female,23,Ahmedabad,Gujarat,654365,Retired,NA,26528,Personal Loan,LA2433470359259,2016-04-09,2016-04-09,DSA,2158000,18.34,58292.82,55,50,0,0,2020-05-13,False,False,278562.85,1879437.15,1035203.85,765,1,1,4,Current,B,BR6228,MSBK0802534
Krishna Singh,CUST01736,Male,66,Lucknow,Uttar Pradesh,743232,Salaried,Public Sector,147025,Home Loan,LA8801267112198,2016-12-28,2016-12-28,Branch,21306000,9.38,213263.4,195,70,1,30,2022-09-24,False,False,16974492.32,4331507.68,10596930.32,740,1,3,0,SMA-0,B,BR5766,MSBK0257936
Aarohi Chatterjee,CUST01737,Male,37,Hyderabad,Telangana,384033,Professional,NA,352512,Auto Loan,LA9551207559053,2017-08-01,2017-08-01,Corporate Tie-up,1374000,10.83,26294.24,71,52,0,0,2021-11-08,False,False,457215.2,916784.8,450515.68,736,3,1,2,Current,B,BR4211,MSBK0250819
Jia Singh,CUST01738,Male,39,Coimbatore,Tamil Nadu,123945,Professional,Proprietorship,143595,Education Loan,LA9586418396066,2023-10-29,2023-10-29,Online,1629000,10.61,28492.27,80,5,2,65,2024-03-23,False,False,1557297.24,71702.76,70758.59,724,2,11,1,SMA-2,D,BR8255,MSBK0817895
Kabir Singh,CUST01739,Female,50,New Delhi,Delhi,272751,Salaried,Proprietorship,245802,Gold Loan,LA2125220807213,2025-01-22,2025-01-22,Corporate Tie-up,1808000,9.4,64096.72,32,7,0,0,2025-08-15,False,False,1450139.38,357860.62,90816.42,785,1,12,1,Current,B,BR6293,MSBK0820628
Diya Banerjee,CUST01740,Male,38,Pune,Maharashtra,746269,Self-Employed,Proprietorship,195808,Auto Loan,LA9520422291508,2017-10-17,2017-10-17,Corporate Tie-up,2392000,9.27,35888.34,94,11,0,0,2018-09-07,False,False,2192917.2,199082.8,195688.94,799,3,5,0,Current,B,BR3992,MSBK0653339
Anika Chatterjee,CUST01741,Female,46,Ahmedabad,Gujarat,443002,Retired,Private,56647,Education Loan,LA3811991500642,2015-04-22,2015-04-22,Branch,2108000,9.56,29350.37,107,53,3,93,2019-08-27,False,False,1283967.34,824032.66,731536.95,696,2,8,1,NPA,D,BR9338,MSBK0521796
Dhruv Kaur,CUST01742,Female,22,Lucknow,Uttar Pradesh,111504,Self-Employed,NA,123847,Home Loan,LA9568555982393,2016-12-11,2016-12-11,DSA,16072000,8.62,136354.83,262,93,1,30,2024-07-28,False,False,13319680.72,2752319.28,9928679.91,762,3,10,1,SMA-0,B,BR7448,MSBK0416221
Krishna Ghosh,CUST01743,Female,47,Ahmedabad,Gujarat,688885,Professional,NA,498852,Personal Loan,LA5692563784898,2024-07-24,2024-07-24,Branch,2277000,11.21,63350.02,44,17,0,0,2025-12-14,False,False,1505615.49,771384.51,305565.83,745,1,1,1,Current,B,BR4390,MSBK0145574
Aarohi Gupta,CUST01744,Female,60,Indore,Madhya Pradesh,334067,Salaried,Proprietorship,82627,Personal Loan,LA2056104658989,2019-01-24,2019-01-24,Corporate Tie-up,1805000,12.22,43024.64,55,25,5,155,2021-02-12,False,False,1107398.86,697601.14,378014.86,664,2,11,1,NPA,D,BR2131,MSBK0154759
Ishaan Bansal,CUST01745,Male,42,Noida,Uttar Pradesh,476728,Self-Employed,Private,134406,Personal Loan,LA9790647248451,2021-09-17,2021-09-17,DSA,2266000,19.51,171454.08,15,2,1,30,2021-11-15,True,False,1994586.02,271413.98,71494.18,722,2,10,0,SMA-0,B,BR8922,MSBK0918994
Ananya Iyer,CUST01746,Male,56,Pune,Maharashtra,488502,Salaried,Private,235669,Personal Loan,LA2338556111018,2021-03-19,2021-03-19,Corporate Tie-up,494000,15.04,19329.6,31,3,0,0,2021-06-15,False,False,454089.55,39910.45,18078.35,781,1,10,0,Current,B,BR8743,MSBK0335913
Pari Reddy,CUST01747,Other,40,Kochi,Kerala,251403,Student,Public Sector,8955,Business Loan,LA1157980366181,2018-02-17,2018-02-17,Online,14917000,15.94,251949.46,117,90,2,60,2025-07-10,False,False,5685073.84,9231926.16,13443525.24,705,1,7,1,SMA-1,C,BR5632,MSBK0146542
Anirudh Naidu,CUST01748,Female,56,Bhopal,Madhya Pradesh,114990,Self-Employed,Government,59218,Gold Loan,LA7397192723644,2025-01-08,2025-01-08,Online,816000,8.01,27632.68,33,3,1,40,2025-04-04,False,False,748997.1,67002.9,15895.14,753,0,0,2,SMA-1,C,BR7014,MSBK0301986
Vanya Banerjee,CUST01749,Male,53,Pune,Maharashtra,154325,Professional,Private,459727,Personal Loan,LA9021895189276,2024-12-01,2024-12-01,Corporate Tie-up,2016000,11.38,97971.93,23,9,1,40,2025-08-25,False,False,1278793.37,737206.63,144540.74,738,2,10,2,SMA-1,C,BR2963,MSBK0653903
Harsh Rao,CUST01750,Male,50,Noida,Uttar Pradesh,326668,Salaried,Government,122787,Auto Loan,LA2643944394684,2020-03-18,2020-03-18,Online,2517000,9.64,37979.59,95,13,0,0,2021-04-10,True,False,2274661.33,242338.67,251396.0,785,2,9,3,Current,B,BR1751,MSBK0918511
Vanya Bhat,CUST01751,Female,24,Patna,Bihar,193152,Self-Employed,Proprietorship,389263,Home Loan,LA2379681867725,2025-04-22,2025-04-22,Corporate Tie-up,1164000,9.38,9865.95,328,7,1,37,2025-11-13,False,False,1158500.91,5499.09,63562.56,747,3,4,1,SMA-1,C,BR9011,MSBK0223905
Reyansh Reddy,CUST01752,Male,64,Noida,Uttar Pradesh,331262,Self-Employed,NA,329531,Gold Loan,LA2816434501532,2015-02-21,2015-02-21,Corporate Tie-up,1307000,9.1,50376.16,29,14,0,0,2016-04-14,False,False,711704.65,595295.35,109970.89,785,1,11,0,Current,B,BR3506,MSBK0243171
Pari Iyer,CUST01753,Female,33,Gurgaon,Haryana,363760,Salaried,Government,186206,Personal Loan,LA6861792674261,2022-06-05,2022-06-05,DSA,1348000,13.44,38299.75,45,39,0,0,2025-08-16,False,False,221052.78,1126947.22,366743.03,741,4,7,1,Current,B,BR9876,MSBK0316596
Ananya Mahajan,CUST01754,Female,38,Bengaluru,Karnataka,329751,Salaried,NA,128760,Home Loan,LA1833978533320,2017-09-24,2017-09-24,Online,27504000,10.34,270639.2,243,66,1,40,2023-02-20,False,False,24529816.3,2974183.7,14888003.5,752,1,10,2,SMA-1,C,BR5602,MSBK0288756
Aadhya Shetty,CUST01755,Female,59,Kochi,Kerala,273650,Salaried,NA,237116,Business Loan,LA5236979848552,2022-07-26,2022-07-26,DSA,13679000,17.76,251733.71,111,17,0,0,2023-12-13,False,False,12734227.26,944772.74,3334700.33,751,1,1,0,Current,B,BR3903,MSBK0778596
Rudra Pillai,CUST01756,Female,33,Indore,Madhya Pradesh,155282,Self-Employed,Government,35878,Business Loan,LA9201594770638,2017-06-23,2017-06-23,Corporate Tie-up,2685000,15.87,90349.9,38,1,2,60,2017-07-21,False,False,2630159.22,54840.78,35509.12,716,3,1,2,SMA-1,C,BR7251,MSBK0371047
Navya Khan,CUST01757,Male,47,Chennai,Tamil Nadu,413814,Salaried,Proprietorship,186369,Business Loan,LA6120449864169,2024-10-29,2024-10-29,Branch,13638000,13.36,228040.32,99,10,3,100,2025-08-20,False,False,12836626.83,801373.17,1479030.03,733,3,3,2,NPA,D,BR2819,MSBK0165483
Kabir Verma,CUST01758,Male,54,Ahmedabad,Gujarat,565369,Salaried,NA,238189,Auto Loan,LA4462428202298,2023-06-30,2023-06-30,Online,1104000,12.48,30845.36,45,19,1,30,2025-01-15,False,False,699535.56,404464.44,181597.4,776,2,9,0,SMA-0,B,BR8458,MSBK0164854
Saanvi Kaur,CUST01759,Male,40,Mumbai,Maharashtra,240673,Salaried,Government,190580,Personal Loan,LA9147721028263,2016-05-03,2016-05-03,DSA,1488000,15.14,134402.69,12,4,0,0,2016-08-29,False,False,1016656.67,471343.33,66267.43,740,2,7,0,Current,B,BR3125,MSBK0145069
Nisha Reddy,CUST01760,Female,40,Kochi,Kerala,205387,Salaried,Government,160230,Business Loan,LA1584110416938,2022-06-27,2022-06-27,Online,19643000,15.32,429945.44,69,28,0,0,2024-10-10,False,False,13657815.4,5985184.6,6053287.72,751,3,3,0,Current,B,BR8536,MSBK0429067
Rudra Yadav,CUST01761,Male,68,Noida,Uttar Pradesh,714520,Salaried,Government,248585,Education Loan,LA3635966390310,2018-07-27,2018-07-27,Online,2227000,9.84,32721.06,100,42,0,0,2022-01-05,False,False,1505493.72,721506.28,652778.24,782,1,3,0,Current,B,BR3376,MSBK0583200
Anirudh Verma,CUST01762,Female,62,Patna,Bihar,186225,Self-Employed,Government,388065,Business Loan,LA3050348630373,2020-02-23,2020-02-23,Branch,2160000,16.48,81843.93,33,27,0,0,2022-05-08,False,False,468298.2,1691701.8,518084.31,728,2,8,0,Current,B,BR9150,MSBK0424325
Nisha Mukherjee,CUST01763,Female,66,Bhopal,Madhya Pradesh,290972,Salaried,NA,194414,Home Loan,LA6272880055650,2021-01-18,2021-01-18,Corporate Tie-up,22816000,10.43,214434.97,299,51,0,0,2025-03-25,False,False,21786626.19,1029373.81,9906809.66,794,5,0,0,Current,B,BR8358,MSBK0877747
Ananya Yadav,CUST01764,Male,23,Pune,Maharashtra,723101,Self-Employed,Private,70020,Home Loan,LA7384455605205,2023-10-20,2023-10-20,Corporate Tie-up,5482000,10.37,52279.07,275,5,1,30,2024-03-16,False,False,5457045.15,24954.85,236440.5,767,3,10,2,SMA-0,B,BR7692,MSBK0377528
Kabir Singh,CUST01765,Male,30,Patna,Bihar,213148,Self-Employed,Proprietorship,205468,Auto Loan,LA2369850561762,2024-11-25,2024-11-25,Online,1602000,8.49,31603.63,63,0,1,37,,False,False,1602000.0,0.0,0.0,744,1,11,1,SMA-1,C,BR5813,MSBK0224033
Reyansh Bhat,CUST01766,Female,63,Jaipur,Rajasthan,491361,Self-Employed,Private,197313,Personal Loan,LA1954909948162,2024-04-09,2024-04-09,Online,1919000,11.5,60491.03,38,13,1,35,2025-05-03,False,False,1339089.01,579910.99,206472.4,743,1,3,0,SMA-1,C,BR5565,MSBK0217823
Tara Ghosh,CUST01767,Female,25,Lucknow,Uttar Pradesh,360255,Salaried,Public Sector,31587,Auto Loan,LA6394023492865,2016-04-21,2016-04-21,Corporate Tie-up,2279000,8.03,95792.21,26,0,1,33,,False,False,2279000.0,0.0,0.0,751,3,3,0,SMA-1,C,BR2780,MSBK0278257
Pari Pillai,CUST01768,Male,36,Ahmedabad,Gujarat,120469,Salaried,Proprietorship,93269,Home Loan,LA1525303155317,2022-01-26,2022-01-26,DSA,2404000,9.74,21582.47,290,11,0,0,2022-12-18,False,False,2380283.03,23716.97,213690.2,788,1,8,2,Current,B,BR5093,MSBK0258570
Aadhya Gupta,CUST01769,Female,63,Kochi,Kerala,490649,Self-Employed,Government,35966,Personal Loan,LA2683960419778,2023-10-23,2023-10-23,Branch,1417000,17.65,33696.44,66,9,0,0,2024-07-19,False,False,1294262.0,122738.0,180529.96,739,1,8,0,Current,B,BR2275,MSBK0223526
